Ride_ID,Date,Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Driver_Name,Customer_ID,Ride_Distance_KM,Fare_Amount,Payment_Mode,Ride_Status,Driver_Rating,Customer_Rating,Trip_Duration_Min,Surge_Multiplier,Weather,Fuel_Cost,Profit
R00774,2025-12-09,22:06,Mumbai,Railway Station,Office Hub,Sedan,Driver_19,C4695,15.4,269.3,Card,Completed,3.2,3.8,88,1.0,Sunny,70.16,199.14
R00775,2025-04-26,08:11,Hyderabad,Bus Stand,Hospital,SUV,Driver_98,C3157,22.4,291.45,Cash,Completed,4.3,4.2,14,2.0,Rainy,92.54,198.91
R00776,2025-11-20,01:50,Delhi,Railway Station,Office Hub,Bike,Driver_42,C1191,7.5,88.66,Card,Completed,4.7,3.4,83,1.5,Rainy,18.22,70.44
R00777,2025-04-20,14:39,Chennai,City Center,Market,SUV,Driver_24,C5182,9.4,135.35,Cash,Completed,4.0,4.1,22,2.0,Rainy,39.81,95.54
R00778,2025-09-23,08:04,Pune,Railway Station,Residential Area,Sedan,Driver_59,C2820,23.9,340.94,UPI,Completed,3.6,4.7,49,1.5,Rainy,49.62,291.32
R00779,2025-10-11,02:55,Pune,Railway Station,Office Hub,Sedan,Driver_100,C1273,29.2,345.32,UPI,Completed,3.7,4.2,29,2.0,Cloudy,130.23,215.09
R00780,2025-09-26,01:51,Pune,Railway Station,Market,Sedan,Driver_13,C3713,16.9,260.17,Card,Completed,4.2,4.7,29,2.0,Cloudy,68.97,191.2
R00781,2025-08-06,06:17,Hyderabad,City Center,University,Bike,Driver_60,C6274,3.4,66.95,UPI,Completed,3.6,3.1,81,2.0,Rainy,10.89,56.06
R00782,2025-04-17,23:39,Mumbai,Railway Station,University,Sedan,Driver_98,C4972,18.6,198.43,Cash,Completed,4.3,3.8,34,1.0,Rainy,79.34,119.09
R00783,2025-02-06,07:17,Pune,Bus Stand,Office Hub,Sedan,Driver_57,C3333,5.9,82.68,Card,Completed,3.7,4.3,76,1.5,Cloudy,24.65,58.03
R00784,2025-02-22,20:38,Delhi,City Center,Airport,Bike,Driver_20,C2153,15.2,252.38,Card,Completed,3.5,5.0,58,1.5,Sunny,44.03,208.35
R00785,2025-11-17,14:27,Hyderabad,Mall,Office Hub,Mini,Driver_12,C6940,18.4,345.23,UPI,Completed,4.3,4.7,65,1.5,Sunny,74.97,270.26
R00786,2025-11-23,03:55,Bangalore,Bus Stand,Hospital,SUV,Driver_54,C5116,23.6,434.79,Cash,Completed,3.2,4.6,41,2.0,Rainy,99.06,335.73
R00787,2025-04-24,18:27,Chennai,IT Park,Hospital,Bike,Driver_78,C9502,20.6,227.42,Card,Completed,4.2,4.2,22,2.0,Sunny,89.46,137.96
R00788,2025-03-02,07:23,Hyderabad,Bus Stand,Airport,Mini,Driver_45,C8212,18.2,311.09,Cash,Completed,4.0,4.9,90,2.0,Rainy,69.37,241.72
R00789,2025-12-09,00:13,Delhi,Mall,University,Mini,Driver_94,C8481,17.9,183.32,Cash,Completed,4.4,3.7,41,1.5,Rainy,86.6,96.72
R00790,2025-01-25,10:29,Mumbai,Railway Station,Hospital,SUV,Driver_95,C7575,21.6,353.12,Cash,Completed,3.3,4.0,21,1.5,Rainy,93.01,260.11
R00791,2025-11-12,17:47,Bangalore,Airport,Airport,Mini,Driver_82,C7652,24.5,481.65,Cash,Completed,4.3,4.5,35,1.5,Cloudy,72.27,409.38
R00792,2025-09-06,11:21,Mumbai,Mall,Residential Area,Mini,Driver_25,C6087,24.6,466.36,Card,Completed,4.1,4.5,78,1.0,Rainy,104.9,361.46
R00793,2025-11-13,22:04,Chennai,IT Park,Market,Sedan,Driver_92,C6573,7.6,82.88,Card,Completed,3.3,3.8,47,2.0,Cloudy,28.83,54.05
R00794,2025-02-12,10:14,Chennai,Mall,Residential Area,Bike,Driver_29,C4587,14.4,149.87,UPI,Completed,3.9,4.6,28,1.0,Rainy,52.47,97.4
R00795,2025-05-05,00:54,Pune,City Center,Office Hub,Bike,Driver_24,C9496,19.1,351.04,Card,Completed,4.2,4.8,59,2.0,Rainy,61.95,289.09
R00796,2025-12-28,11:51,Mumbai,Mall,Hospital,SUV,Driver_10,C3203,24.4,349.24,Cash,Completed,5.0,3.5,78,2.0,Sunny,75.48,273.76
R00797,2025-02-19,16:45,Pune,Railway Station,Airport,SUV,Driver_92,C4669,15.3,200.96,Cash,Completed,4.7,3.9,66,1.5,Cloudy,67.65,133.31
R00798,2025-08-12,02:10,Bangalore,IT Park,Airport,Sedan,Driver_9,C6806,2.6,37.66,UPI,Cancelled,3.6,3.5,13,2.0,Cloudy,10.27,27.39
R00799,2025-09-09,13:45,Chennai,IT Park,Market,SUV,Driver_43,C4810,23.4,265.21,Card,Completed,4.0,3.8,79,2.0,Cloudy,74.62,190.59
R00800,2025-06-11,00:39,Delhi,City Center,Residential Area,Bike,Driver_94,C3641,3.5,61.41,Card,Completed,5.0,4.5,32,1.0,Sunny,13.17,48.24
R00801,2025-11-29,15:46,Pune,Bus Stand,Airport,Bike,Driver_53,C7247,5.3,57.72,Card,Completed,4.7,3.4,49,1.5,Sunny,25.64,32.08
R00802,2025-12-29,13:56,Mumbai,Railway Station,Market,Mini,Driver_44,C8401,9.1,99.26,UPI,Completed,3.0,4.2,81,1.0,Cloudy,25.31,73.95
R00803,2025-07-11,03:10,Bangalore,IT Park,Market,Mini,Driver_73,C7141,2.0,39.7,UPI,Cancelled,3.4,4.2,33,2.0,Sunny,4.08,35.62
R00804,2025-06-26,03:55,Mumbai,IT Park,Airport,Sedan,Driver_65,C3438,21.1,243.64,Cash,Completed,3.1,4.1,25,1.5,Rainy,65.88,177.76
R00805,2025-02-25,11:43,Hyderabad,Railway Station,Hospital,Sedan,Driver_79,C6527,7.1,107.81,Cash,Cancelled,4.1,3.8,67,1.0,Cloudy,33.37,74.44
R00806,2025-10-11,02:21,Hyderabad,Railway Station,University,Mini,Driver_46,C1960,8.9,101.58,Cash,Completed,4.8,4.4,85,1.0,Cloudy,43.44,58.14
R00807,2025-02-16,21:41,Pune,City Center,University,Sedan,Driver_37,C6248,11.0,168.01,UPI,Completed,3.4,4.9,64,1.5,Rainy,40.98,127.03
R00808,2025-07-13,02:31,Pune,IT Park,Market,Bike,Driver_99,C5705,2.7,29.82,Card,Completed,4.1,3.1,21,1.5,Cloudy,9.95,19.87
R00809,2025-10-20,17:11,Delhi,Mall,University,Sedan,Driver_46,C9810,19.9,346.11,UPI,Completed,4.4,3.9,75,2.0,Sunny,71.7,274.41
R00810,2025-09-18,11:43,Mumbai,Railway Station,Airport,SUV,Driver_10,C4335,21.6,412.7,Cash,Completed,4.3,3.0,58,1.0,Cloudy,49.59,363.11
R00811,2025-03-01,09:00,Bangalore,Railway Station,University,Sedan,Driver_48,C7585,27.3,453.07,UPI,Completed,4.2,4.2,43,1.5,Cloudy,129.56,323.51
R00812,2025-10-20,22:55,Chennai,Bus Stand,Market,Bike,Driver_89,C1167,27.3,357.56,Cash,Completed,3.8,4.7,34,1.5,Rainy,131.61,225.95
R00813,2025-11-04,00:40,Mumbai,Bus Stand,Airport,Sedan,Driver_10,C2874,21.4,222.95,UPI,Completed,4.6,3.1,78,1.5,Sunny,92.05,130.9
R00814,2025-05-12,21:45,Bangalore,City Center,Market,Mini,Driver_98,C2956,28.1,392.9,Cash,Completed,4.8,4.9,81,1.5,Sunny,101.41,291.49
R00815,2025-03-07,16:02,Hyderabad,Railway Station,Residential Area,Mini,Driver_31,C8142,15.1,167.51,Card,Completed,4.5,3.9,15,2.0,Cloudy,40.56,126.95
R00816,2025-04-07,06:46,Bangalore,Mall,Office Hub,SUV,Driver_60,C4287,10.9,171.0,Card,Completed,3.8,4.9,74,1.0,Sunny,52.82,118.18
R00817,2025-04-05,20:12,Hyderabad,Airport,Office Hub,SUV,Driver_72,C3639,11.4,196.21,UPI,Completed,3.6,3.2,18,1.5,Cloudy,23.67,172.54
R00818,2025-10-01,00:39,Delhi,Railway Station,Residential Area,Sedan,Driver_1,C7245,22.2,382.75,UPI,Completed,4.6,4.5,25,1.0,Cloudy,65.82,316.93
R00819,2025-01-19,18:34,Pune,Bus Stand,University,SUV,Driver_88,C7336,4.1,67.6,Cash,Cancelled,3.5,4.0,42,1.5,Cloudy,19.4,48.2
R00820,2025-08-21,15:58,Mumbai,Railway Station,Market,Sedan,Driver_50,C5214,27.2,395.55,UPI,Completed,3.0,4.6,28,1.0,Rainy,126.16,269.39
R00821,2025-07-30,22:56,Chennai,Mall,Office Hub,Bike,Driver_54,C7844,17.2,211.04,Cash,Completed,3.9,3.8,56,1.5,Rainy,55.16,155.88
R00822,2025-12-07,12:08,Mumbai,City Center,Office Hub,SUV,Driver_60,C9981,22.3,268.92,Cash,Completed,3.6,3.8,70,1.0,Cloudy,59.11,209.81
R00823,2025-11-30,14:19,Hyderabad,Airport,Office Hub,Sedan,Driver_44,C3567,27.3,533.92,Card,Completed,4.0,3.4,66,1.0,Cloudy,125.86,408.06
R00824,2025-04-16,12:36,Pune,Railway Station,Airport,Bike,Driver_74,C4240,20.7,263.58,UPI,Completed,3.9,4.7,26,1.5,Rainy,87.72,175.86
R00825,2025-11-09,19:33,Delhi,Airport,Residential Area,Mini,Driver_7,C6431,22.6,423.96,UPI,Completed,4.8,3.4,29,1.0,Rainy,91.05,332.91
R00826,2025-02-03,11:39,Hyderabad,Mall,Airport,Sedan,Driver_38,C5968,27.5,435.45,UPI,Completed,3.3,4.8,30,1.5,Sunny,123.33,312.12
R00827,2025-09-30,19:26,Bangalore,Bus Stand,Office Hub,Mini,Driver_85,C3402,6.4,99.35,Cash,Completed,3.1,4.8,70,1.5,Rainy,21.82,77.53
R00828,2025-03-29,00:37,Pune,City Center,Office Hub,Bike,Driver_3,C9057,21.3,387.22,Card,Completed,4.8,5.0,57,1.0,Sunny,102.09,285.13
R00829,2025-03-11,19:19,Chennai,Railway Station,Airport,SUV,Driver_38,C2361,21.0,402.52,Cash,Completed,4.6,3.0,85,1.5,Sunny,48.99,353.53
R00830,2025-07-06,08:12,Delhi,IT Park,Market,Sedan,Driver_7,C4912,16.4,325.05,Card,Completed,3.9,3.9,15,1.5,Cloudy,77.29,247.76
R00831,2025-12-03,14:42,Pune,Airport,Airport,Mini,Driver_39,C7236,4.2,65.15,UPI,Cancelled,3.8,3.1,44,2.0,Rainy,10.05,55.1
R00832,2025-06-21,11:51,Chennai,Mall,Office Hub,SUV,Driver_93,C5285,16.4,326.96,Card,Completed,3.6,3.2,67,2.0,Sunny,53.69,273.27
R00833,2025-12-08,10:55,Delhi,Railway Station,Residential Area,Sedan,Driver_48,C2064,16.2,180.39,UPI,Completed,3.5,3.2,19,1.0,Cloudy,71.8,108.59
R00834,2025-01-07,23:51,Pune,Bus Stand,University,SUV,Driver_86,C2733,11.6,221.43,Card,Completed,4.4,3.4,20,1.0,Sunny,25.65,195.78
R00835,2025-02-16,00:27,Delhi,IT Park,Market,Sedan,Driver_61,C4232,24.2,298.4,Card,Cancelled,4.2,3.4,46,2.0,Cloudy,52.03,246.37
R00836,2025-10-31,01:28,Mumbai,Mall,Office Hub,Sedan,Driver_90,C3031,7.2,72.45,Card,Completed,3.4,4.7,39,1.0,Rainy,18.2,54.25
R00837,2025-11-22,18:18,Hyderabad,Mall,Market,Sedan,Driver_68,C1114,18.8,283.25,Card,Completed,4.4,3.6,30,1.0,Sunny,53.7,229.55
R00838,2025-02-02,15:22,Hyderabad,Airport,Airport,Bike,Driver_2,C2445,27.3,289.49,Cash,Completed,4.8,3.7,87,2.0,Sunny,116.49,173.0
R00839,2025-10-19,08:46,Hyderabad,Mall,University,SUV,Driver_98,C9013,25.5,369.95,Cash,Completed,4.5,3.5,31,1.0,Cloudy,107.78,262.17
R00840,2025-06-30,13:29,Hyderabad,IT Park,University,Bike,Driver_20,C3327,26.6,352.28,Card,Completed,3.8,3.0,27,1.5,Rainy,116.74,235.54
R00841,2025-11-20,04:25,Mumbai,Railway Station,Hospital,Sedan,Driver_28,C2553,12.2,174.99,UPI,Completed,3.3,3.7,12,1.5,Rainy,54.32,120.67
R00842,2025-03-23,09:53,Hyderabad,City Center,Airport,Bike,Driver_56,C8128,28.7,444.66,UPI,Completed,4.3,3.7,23,1.0,Rainy,77.01,367.65
R00843,2025-12-28,15:38,Mumbai,IT Park,University,Mini,Driver_40,C3598,10.1,124.75,Cash,Completed,4.4,3.9,25,2.0,Sunny,48.78,75.97
R00844,2025-09-29,09:21,Bangalore,City Center,University,Mini,Driver_3,C8324,22.3,402.99,Cash,Completed,3.4,3.7,39,1.5,Cloudy,102.41,300.58
R00845,2025-09-01,08:35,Mumbai,Mall,Airport,Sedan,Driver_91,C4883,11.5,206.29,UPI,Completed,3.9,3.0,75,1.0,Rainy,47.09,159.2
R00846,2025-03-17,19:20,Chennai,Mall,Residential Area,Bike,Driver_50,C4165,4.3,64.11,Cash,Completed,3.7,4.6,70,1.0,Sunny,16.37,47.74
R00847,2025-11-21,00:20,Bangalore,Mall,University,SUV,Driver_78,C9786,12.0,194.48,UPI,Completed,4.3,4.9,86,2.0,Sunny,44.23,150.25
R00848,2025-06-01,23:03,Bangalore,Railway Station,University,Bike,Driver_90,C1178,22.6,270.06,Cash,Completed,3.3,3.1,63,1.0,Rainy,99.36,170.7
R00849,2025-08-27,04:28,Bangalore,Airport,Market,Bike,Driver_36,C4240,19.5,303.28,Card,Completed,3.6,4.2,51,1.0,Sunny,73.74,229.54
R00850,2025-01-27,10:35,Hyderabad,City Center,Residential Area,Bike,Driver_83,C6306,15.4,175.83,Cash,Completed,4.2,4.5,46,1.5,Cloudy,69.23,106.6
R00851,2025-10-19,01:56,Hyderabad,Airport,Residential Area,Sedan,Driver_20,C2675,16.3,280.81,Card,Completed,4.4,3.2,56,1.5,Rainy,67.5,213.31
R00852,2025-02-11,13:21,Pune,IT Park,Airport,Bike,Driver_89,C3539,23.0,343.26,Card,Completed,4.6,3.9,24,1.5,Sunny,83.61,259.65
R00853,2025-05-03,01:41,Chennai,Railway Station,University,Mini,Driver_6,C4588,21.1,216.11,UPI,Cancelled,4.9,3.3,50,1.5,Rainy,82.9,133.21
R00854,2025-11-21,21:25,Chennai,Bus Stand,Airport,Bike,Driver_71,C2113,2.5,44.14,UPI,Completed,3.1,3.5,72,1.0,Rainy,8.69,35.45
R00855,2025-12-26,02:37,Hyderabad,Railway Station,Office Hub,Mini,Driver_81,C5610,26.7,402.94,Cash,Completed,4.0,3.3,35,2.0,Rainy,119.81,283.13
R00856,2025-06-21,06:20,Hyderabad,Airport,University,Bike,Driver_27,C4028,27.1,377.4,UPI,Completed,4.6,4.5,36,1.0,Cloudy,107.08,270.32
R00857,2025-06-02,22:43,Hyderabad,Airport,Airport,Sedan,Driver_73,C5134,8.0,127.46,UPI,Completed,3.6,3.4,33,1.5,Sunny,23.28,104.18
R00858,2025-09-13,23:24,Mumbai,IT Park,University,SUV,Driver_86,C5071,22.2,323.65,UPI,Completed,4.8,4.7,89,1.0,Sunny,70.42,253.23
R00859,2025-05-21,00:19,Delhi,Airport,Market,Sedan,Driver_83,C4125,14.5,250.67,Cash,Completed,3.7,3.6,12,1.5,Sunny,70.81,179.86
R00860,2025-03-03,09:09,Mumbai,Airport,Airport,Mini,Driver_61,C3860,9.4,181.43,UPI,Completed,4.4,3.9,84,2.0,Cloudy,43.82,137.61
R00861,2025-05-20,08:01,Mumbai,Railway Station,Residential Area,Bike,Driver_87,C7183,21.7,321.1,UPI,Completed,3.9,3.9,32,1.0,Cloudy,91.02,230.08
R00862,2025-01-23,21:04,Chennai,IT Park,Office Hub,SUV,Driver_4,C5455,28.9,542.27,UPI,Completed,3.9,3.0,15,2.0,Rainy,119.35,422.92
R00863,2025-10-14,22:31,Bangalore,Mall,Residential Area,SUV,Driver_59,C8741,24.2,415.17,Card,Completed,4.3,3.7,80,2.0,Sunny,102.31,312.86
R00864,2025-06-14,23:40,Hyderabad,Mall,Market,Sedan,Driver_87,C9102,11.7,137.35,Card,Completed,3.7,3.9,87,1.5,Sunny,37.5,99.85
R00865,2025-06-20,11:41,Mumbai,Airport,Market,Sedan,Driver_77,C6597,15.1,264.81,Card,Completed,4.5,4.7,83,1.0,Sunny,69.24,195.57
R00866,2025-12-21,12:05,Pune,Airport,Hospital,Mini,Driver_74,C1066,25.1,472.06,Cash,Cancelled,4.3,3.3,39,2.0,Cloudy,124.78,347.28
R00867,2025-06-21,15:07,Hyderabad,City Center,Airport,Bike,Driver_29,C6752,11.1,203.85,Card,Completed,4.5,3.2,68,1.0,Cloudy,34.63,169.22
R00868,2025-04-07,22:00,Hyderabad,Railway Station,Residential Area,SUV,Driver_31,C7653,27.0,531.71,Cash,Completed,4.1,3.2,34,1.0,Sunny,118.79,412.92
R00869,2025-01-16,09:07,Delhi,Mall,University,Mini,Driver_55,C6857,7.8,142.56,Card,Completed,4.4,3.6,59,1.5,Sunny,31.52,111.04
R00870,2025-06-05,13:39,Delhi,Bus Stand,University,Mini,Driver_64,C6236,18.5,273.51,Cash,Completed,4.4,4.7,59,2.0,Sunny,71.12,202.39
R00871,2025-08-05,22:37,Hyderabad,Airport,University,Mini,Driver_63,C2422,19.4,262.1,Cash,Completed,3.2,3.5,90,1.0,Rainy,95.33,166.77
R00872,2025-07-14,23:21,Bangalore,City Center,Airport,Bike,Driver_28,C7727,8.8,174.59,UPI,Completed,3.3,4.7,13,2.0,Rainy,18.51,156.08
R00873,2025-02-05,16:11,Pune,Bus Stand,Airport,Mini,Driver_33,C2927,15.0,254.57,Card,Completed,3.3,3.9,30,1.0,Rainy,47.47,207.1
R00874,2025-11-04,10:27,Mumbai,IT Park,University,Sedan,Driver_1,C7345,5.1,58.89,Card,Completed,4.8,4.5,15,1.5,Sunny,23.01,35.88
R00875,2025-04-25,10:55,Hyderabad,Bus Stand,Residential Area,Mini,Driver_22,C3280,21.1,389.41,UPI,Completed,4.9,4.1,66,1.5,Rainy,56.68,332.73
R00876,2025-12-24,13:01,Pune,Airport,University,Bike,Driver_5,C5569,21.8,413.7,Cash,Completed,3.8,3.1,43,2.0,Rainy,67.69,346.01
R00877,2025-09-01,12:32,Delhi,Airport,Office Hub,Mini,Driver_74,C4060,27.7,528.13,Card,Completed,4.3,4.1,81,1.5,Rainy,128.16,399.97
R00878,2025-02-04,21:11,Mumbai,Railway Station,Market,Sedan,Driver_96,C7401,18.3,204.2,UPI,Completed,4.0,3.0,77,2.0,Rainy,38.78,165.42
R00879,2025-10-27,16:00,Mumbai,IT Park,Office Hub,Sedan,Driver_85,C8778,10.5,190.2,Cash,Completed,3.2,3.8,90,2.0,Sunny,31.07,159.13
R00880,2025-03-16,21:08,Hyderabad,City Center,Residential Area,Sedan,Driver_32,C7774,26.0,297.8,Card,Completed,3.5,3.5,17,1.5,Sunny,111.32,186.48
R00881,2025-06-14,12:01,Hyderabad,City Center,Office Hub,Sedan,Driver_62,C9348,7.4,127.76,Cash,Completed,4.5,3.3,86,2.0,Rainy,23.1,104.66
R00882,2025-09-12,02:27,Chennai,Railway Station,Airport,Mini,Driver_48,C5544,18.8,266.46,Cash,Completed,4.3,5.0,53,1.5,Cloudy,69.28,197.18
R00883,2025-11-06,10:58,Hyderabad,Bus Stand,Hospital,Sedan,Driver_61,C6522,10.6,206.54,UPI,Completed,5.0,4.1,88,2.0,Sunny,37.46,169.08
R00884,2025-05-09,20:17,Mumbai,Mall,Market,Sedan,Driver_73,C4133,28.2,528.68,Cash,Cancelled,3.4,3.7,62,1.5,Rainy,106.69,421.99
R00885,2025-11-03,13:42,Mumbai,Bus Stand,Market,Sedan,Driver_88,C6922,20.5,362.5,Card,Completed,3.6,4.6,84,2.0,Sunny,95.77,266.73
R00886,2025-03-02,23:46,Chennai,Mall,Office Hub,Bike,Driver_48,C5024,26.5,434.23,Cash,Completed,3.5,4.1,78,1.5,Sunny,69.36,364.87
R00887,2025-05-11,19:04,Hyderabad,Airport,Residential Area,Sedan,Driver_33,C9110,9.1,178.95,Cash,Cancelled,4.1,4.6,75,2.0,Rainy,40.4,138.55
R00888,2025-04-12,08:03,Delhi,IT Park,University,Bike,Driver_41,C2956,29.5,480.29,UPI,Completed,3.7,4.6,16,1.0,Sunny,102.33,377.96
R00889,2025-05-23,03:35,Chennai,Bus Stand,University,Sedan,Driver_6,C1981,17.0,191.66,UPI,Completed,5.0,4.4,46,1.5,Sunny,38.89,152.77
R00890,2025-04-29,07:39,Bangalore,Railway Station,Office Hub,Mini,Driver_71,C6189,18.9,331.08,UPI,Completed,4.9,3.8,79,2.0,Sunny,90.41,240.67
R00891,2025-03-24,02:36,Hyderabad,Airport,Residential Area,Sedan,Driver_53,C4620,22.7,449.16,UPI,Completed,3.3,3.3,38,1.5,Sunny,63.77,385.39
R00892,2025-01-02,07:42,Hyderabad,IT Park,Office Hub,Sedan,Driver_13,C2343,10.6,167.44,Cash,Completed,3.9,4.5,59,2.0,Rainy,40.27,127.17
R00893,2025-01-12,17:48,Pune,Mall,Market,Mini,Driver_64,C9315,9.6,180.65,Card,Completed,3.9,3.4,28,2.0,Sunny,33.36,147.29
R00894,2025-11-04,22:43,Bangalore,Mall,University,SUV,Driver_32,C5762,12.6,225.3,UPI,Completed,4.8,4.9,82,1.0,Cloudy,33.03,192.27
R00895,2025-12-24,02:28,Bangalore,IT Park,Residential Area,Bike,Driver_56,C8296,22.0,224.81,Cash,Completed,3.5,3.5,56,1.5,Rainy,81.73,143.08
R00896,2025-03-22,05:14,Mumbai,Airport,University,SUV,Driver_7,C4745,25.9,426.06,UPI,Completed,3.3,4.2,80,1.0,Rainy,98.35,327.71
R00897,2025-02-10,16:59,Hyderabad,Mall,Office Hub,Sedan,Driver_53,C6105,9.1,104.56,UPI,Completed,3.5,3.2,16,2.0,Cloudy,22.07,82.49
R00898,2025-04-01,09:35,Delhi,Railway Station,Hospital,Mini,Driver_9,C2663,15.2,216.34,Cash,Completed,3.4,3.2,69,2.0,Rainy,38.06,178.28
R00899,2025-04-02,04:34,Mumbai,Mall,Hospital,Mini,Driver_65,C9265,28.1,350.03,UPI,Completed,3.3,3.9,26,1.0,Cloudy,56.94,293.09
R00900,2025-07-08,18:50,Delhi,Bus Stand,Office Hub,Sedan,Driver_82,C1692,9.8,122.09,UPI,Cancelled,3.3,3.6,77,1.5,Cloudy,24.75,97.34
R00901,2025-07-22,17:34,Chennai,City Center,Market,Bike,Driver_97,C5119,22.3,421.2,Card,Cancelled,3.3,4.7,26,1.0,Sunny,75.82,345.38
R00902,2025-02-07,19:23,Hyderabad,IT Park,Market,SUV,Driver_4,C6153,25.6,285.58,Cash,Completed,3.0,3.9,28,1.5,Cloudy,120.64,164.94
R00903,2025-03-13,20:50,Mumbai,IT Park,Market,Bike,Driver_52,C8640,10.5,130.67,Card,Completed,4.8,3.9,63,1.0,Sunny,21.52,109.15
R00904,2025-03-16,20:59,Hyderabad,Bus Stand,University,Mini,Driver_77,C5816,4.8,65.95,Cash,Completed,4.1,3.1,71,1.0,Rainy,14.65,51.3
R00905,2025-06-19,06:19,Mumbai,Bus Stand,Airport,SUV,Driver_8,C1404,27.8,324.13,Card,Completed,4.0,3.0,61,1.5,Cloudy,138.34,185.79
R00906,2025-08-24,11:39,Pune,Airport,University,Bike,Driver_56,C9420,11.1,151.84,UPI,Completed,4.1,4.5,74,1.0,Sunny,48.88,102.96
R00907,2025-07-13,10:42,Mumbai,Railway Station,Office Hub,Mini,Driver_79,C7289,22.0,380.92,Cash,Completed,3.1,3.6,27,1.0,Rainy,85.92,295.0
R00908,2025-10-19,06:26,Pune,Mall,Office Hub,Mini,Driver_9,C3677,24.4,459.49,UPI,Completed,4.0,3.1,69,1.0,Cloudy,80.05,379.44
R00909,2025-09-10,03:05,Chennai,Mall,University,SUV,Driver_74,C9977,20.7,375.02,Card,Completed,4.3,4.1,85,2.0,Cloudy,62.68,312.34
R00910,2025-05-23,19:49,Hyderabad,Mall,Market,SUV,Driver_64,C7630,27.1,332.3,UPI,Cancelled,3.6,4.7,23,1.0,Cloudy,56.01,276.29
R00911,2025-04-25,07:56,Delhi,Bus Stand,Hospital,SUV,Driver_53,C7551,28.8,421.73,Cash,Completed,3.6,3.5,89,1.5,Cloudy,70.84,350.89
R00912,2025-02-03,10:59,Mumbai,IT Park,University,Mini,Driver_43,C7068,26.9,386.18,UPI,Completed,4.0,5.0,60,2.0,Sunny,119.58,266.6
R00913,2025-07-27,13:54,Bangalore,Railway Station,Hospital,SUV,Driver_76,C7174,8.6,106.92,UPI,Completed,3.2,4.5,29,2.0,Rainy,37.96,68.96
R00914,2025-09-10,02:59,Delhi,Airport,University,Sedan,Driver_5,C3186,29.2,527.96,Cash,Cancelled,3.7,4.4,55,2.0,Cloudy,115.16,412.8
R00915,2025-02-14,01:10,Pune,Airport,Residential Area,Mini,Driver_25,C3784,27.0,359.14,Cash,Completed,4.0,3.5,47,2.0,Cloudy,57.15,301.99
R00916,2025-02-06,19:18,Mumbai,Bus Stand,Airport,Mini,Driver_64,C4666,5.9,86.28,Card,Completed,3.8,3.7,30,2.0,Rainy,26.89,59.39
R00917,2025-08-20,11:32,Hyderabad,Railway Station,Market,SUV,Driver_27,C4943,10.6,175.27,Cash,Completed,3.3,3.2,85,1.0,Sunny,47.11,128.16
R00918,2025-02-25,14:08,Chennai,Mall,Hospital,Sedan,Driver_92,C8890,6.2,66.55,Cash,Completed,4.9,4.3,80,2.0,Cloudy,26.73,39.82
R00919,2025-06-04,22:13,Hyderabad,Railway Station,Market,Mini,Driver_7,C1514,27.1,448.83,Cash,Completed,4.6,3.9,60,2.0,Rainy,83.81,365.02
R00920,2025-08-19,04:52,Bangalore,City Center,Airport,Sedan,Driver_1,C3689,11.2,220.27,Cash,Completed,4.0,5.0,28,1.0,Sunny,36.59,183.68
R00921,2025-05-03,16:38,Mumbai,IT Park,Residential Area,Mini,Driver_81,C6910,15.9,203.18,Card,Completed,4.2,3.7,23,1.5,Cloudy,41.45,161.73
R00922,2025-04-14,06:09,Pune,Mall,Hospital,Bike,Driver_68,C4222,11.3,187.43,Cash,Completed,4.5,3.1,85,2.0,Rainy,47.57,139.86
R00923,2025-10-03,14:02,Delhi,IT Park,University,Bike,Driver_78,C4783,10.0,101.79,Cash,Completed,3.4,3.5,14,1.0,Cloudy,37.68,64.11
R00924,2025-10-24,08:25,Hyderabad,Railway Station,University,Mini,Driver_56,C1782,9.4,143.89,UPI,Completed,3.5,4.6,79,1.5,Sunny,19.94,123.95
R00925,2025-09-14,23:50,Chennai,Airport,University,Sedan,Driver_69,C5711,23.5,420.18,UPI,Completed,4.9,3.8,52,1.0,Cloudy,101.21,318.97
R00926,2025-12-02,06:00,Hyderabad,Airport,Residential Area,Sedan,Driver_96,C5230,21.2,228.89,UPI,Completed,4.3,3.8,64,1.0,Cloudy,83.54,145.35
R00927,2025-03-25,11:06,Chennai,City Center,Airport,Mini,Driver_10,C3548,23.4,301.57,UPI,Completed,3.0,3.5,44,1.0,Sunny,116.85,184.72
R00928,2025-08-20,10:07,Pune,Airport,University,SUV,Driver_11,C6836,16.0,293.63,UPI,Completed,3.8,3.4,42,2.0,Sunny,57.66,235.97
R00929,2025-11-14,02:04,Chennai,City Center,Office Hub,Bike,Driver_97,C6757,6.5,87.24,UPI,Completed,3.8,4.5,23,2.0,Rainy,23.18,64.06
R00930,2025-04-19,05:12,Chennai,Airport,Airport,Sedan,Driver_85,C9099,19.4,287.78,Card,Completed,3.8,4.3,35,1.0,Sunny,72.93,214.85
R00931,2025-08-20,06:00,Bangalore,Bus Stand,Market,Bike,Driver_96,C1121,18.0,183.08,Cash,Completed,3.2,4.7,86,2.0,Cloudy,71.89,111.19
